회사명,제목,공고링크,지역,경력,학력,고용형태,마감일,직무분야,연봉정보,가까운역,설립일,대표자명,업종,재무정보
콘센트릭스서비스코리아(유),[네이버/카카오 공식대행사] MA본부 온라인 마케팅 AE 모집,https://www.saramin.co.krundefined,"서울 강남구 강남대로 374, 15층 (역삼동,케이스퀘어강남)",신입,초대졸↑,정규직,~ 12/26(목),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,4미아사거리역 도보 4분 이내,2014년 01월 22일                                (업력 11년차),안드루앨버트파위그/제인캐서린포가티/조희제,-,"매출액  1,269.9억, 영업이익  112.8억 (2023년 기준)"
(주)스틸리언,"노마하우스 서비스, 고객상담 매니저 채용공고",https://www.saramin.co.krundefined,"서울 강남구 테헤란로 509, 5층 (삼성동,엔씨타워1)",경력무관,학력무관,정규직,~ 12/23(월),"Javascript, Java, 웹개발, 앱개발, SE(시스템엔지니어)",면접 후 협의,2수인분당선릉역 도보 12분 이내,2014년 04월 24일                                (업력 11년차),박찬암,시스템 소프트웨어 개발 및 공급업,매출액 99.7억 영업이익 30억 (2023년 기준) 전체)
(주)펫프렌즈,신입 및 경력직원 채용공고,https://www.saramin.co.krundefined,서울 강남구 언주로79길 8,경력,대졸↑,정규직·계약직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,3신분당양재역 도보 12분 이내,2015년 09월 01일                                (업력 10년차),김창원,시스템ㆍ응용 소프트웨어 개발 및 공급업,-
트리노드(주),재영솔루텍㈜ 부문별 인재 채용,https://www.saramin.co.krundefined,"부산 해운대구 센텀2로 25, 503호, 701호, 802호, 803호, 1302호, 15층",신입·경력,학력무관,정규직,~ 12/31(화),"Javascript, Java, 웹개발, React, CSS",면접 후 협의,2뚝섬역 도보 3분 이내,2018년 12월 31일                                (업력 7년차),김준수,모바일 게임 소프트웨어 개발 및 공급업,매출액 533.2억 영업이익 187.7억 (2023년 기준) 전체)
(주)올라핀테크,건축현장 공무 직원 모집,https://www.saramin.co.krundefined,"서울 강남구 봉은사로 327, 11층 (논현동,궁도빌딩)",신입,대졸↑,정규직,~ 01/01(수),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,7학동역 도보 7분 이내,2019년 12월 04일                                (업력 6년차),김상수,응용 소프트웨어 개발 및 공급업,"매출액 94.6억 영업이익 - 7,025만 (2023년 기준) 전체)"
크림(주),[(주)에이통상] 영업지원 AMD 경력채용,https://www.saramin.co.krundefined,"경기 성남시 분당구 분당내곡로 131, 8층 (백현동,테크원타워)",신입·경력,고졸↑,정규직,상시채용,"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,3신분당양재역 도보 7분 이내,2021년 01월 04일                                (업력 4년차),김창욱,응용 소프트웨어 개발 및 공급업,"매출액 1,222.2억 영업이익 - 408억 (2023년 기준) 전체)"
(주)디케이테크인,주식회사 시월기획 검색광고 마케터 채용(역삼본사),https://www.saramin.co.krundefined,"경기 성남시 분당구 판교역로 235, 3층 (삼평동,에이치스퀘어 엔동)",신입·경력,대졸↑,정규직,~ 12/30(월),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,2뚝섬역 도보 3분 이내,2015년 08월 06일                                (업력 10년차),이원주,응용 소프트웨어 개발 및 공급업,-
엘캠퍼스(주),경리· 출납· 일반 사무 &amp; CS 담당 경력자 모집,https://www.saramin.co.krundefined,"서울 금천구 가산디지털1로 168, B동 409호, 911호 (가산동,우림라이온스밸리)",신입·경력,학력무관,정규직·기간제,~ 01/04(토),"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,2감전역 도보 12분 이내,2018년 11월 20일                                (업력 7년차),김기태,응용 소프트웨어 개발 및 공급업,-
(주)바로팜,[KDG/둔전] 용인 물류창고 물류팀 정규직 채용 (현장/발주파트),https://www.saramin.co.krundefined,"서울 강남구 역삼로 169, 3층 (역삼동,명우빌딩)",신입·경력,학력무관,정규직,~ 12/26(목),"Javascript, TypeScript, 데이터엔지니어, 네트워크, 빅데이터",면접 후 협의,17가산디지털단지역 도보 4분 이내,2019년 11월 22일                                (업력 6년차),김슬기,시스템 소프트웨어 개발 및 공급업,매출액 78.8억 영업이익 - 3.3억 (2023년 기준) 전체)
(주)펄어비스,[KDG/둔전] 영업지원 정규직 채용 (결제 CS/데이터 관리),https://www.saramin.co.krundefined,경기 과천시 과천대로2길 48,신입·경력,초대졸↑,정규직,~ 12/21(토),"Javascript, Java, 웹개발, 백엔드/서버개발, 기술지원",면접 후 협의,2경대병원역 도보 7분 이내,2010년 09월 10일                                (업력 15년차),허진영,유선 온라인 게임 소프트웨어 개발 및 공급업,-
(주)인터엑스,[NHN] 게임 미디어 콘텐츠 크리에이터,https://www.saramin.co.krundefined,경기 과천시 과천대로2길 48,신입·경력,초대졸↑,정규직,~ 05/14(수),"Javascript, Java, React, 백엔드/서버개발, Spring",면접 후 협의,1군포역 도보 12분 이내,2020년 07월 09일                                (업력 5년차),박정윤,응용 소프트웨어 개발 및 공급업,매출액 121.8억 영업이익 - 21.4억 (2023년 기준) 전체)
리디(주),"[정규직/마곡,발산] 화장품 구매/생산 담당자 채용 (과,차장급)",https://www.saramin.co.krundefined,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",신입·경력,고졸↑,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,수인분당호구포역 도보 15분 이내,2008년 03월 31일                                (업력 17년차),배기식,응용 소프트웨어 개발 및 공급업,"매출액 2,154억 영업이익 - 269.4억 (2023년 기준) 전체)"
(주)페이타랩,[KB국민은행] 삼성역 PB센터 VIP 리셉션 사원 채용,https://www.saramin.co.krundefined,"서울 강남구 테헤란로 325, 4층, 10층, 11층 (역삼동,어반벤치빌딩)",신입·경력,초대졸↑,정규직,~ 12/29(일),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,4수인분당고잔역 도보 15분 이내,2018년 02월 28일                                (업력 7년차),곽수용,시스템 소프트웨어 개발 및 공급업,-
아우토크립트(주),인천공항 화물터미널 반출입/검수 업무 담당자 채용,https://www.saramin.co.krundefined,"서울 영등포구 여의공원로 115, 지하 1층, 1층, 6층, 7층, 8층 (여의도동,세우빌딩)",신입·경력,고졸↑,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 백엔드/서버개발, 보안컨설팅",면접 후 협의,5서대문역 도보 7분 이내,2019년 08월 23일                                (업력 6년차),김덕수/김의석/이석우,응용 소프트웨어 개발 및 공급업,-
(주)매드업,2024년 세무법인 백두(북인천) 경력직원 채용공고,https://www.saramin.co.krundefined,"서울 서초구 서초대로74길 4, 20층 (서초동,삼성생명서초타워)",신입,대졸↑,정규직,~ 01/09(목),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,9언주역 도보 3분 이내,2015년 01월 29일                                (업력 10년차),이동호/이주민,응용 소프트웨어 개발 및 공급업,-
(주)업스테이지,국내/해외 마케팅 영업 경력사원 채용,https://www.saramin.co.krundefined,"서울 강남구 테헤란로 325, 4층, 10층, 11층 (역삼동,어반벤치빌딩)",신입·경력,초대졸↑,정규직,~ 12/29(일),"Javascript, Java, 웹개발, CSS, Spring",면접 후 협의,4수유역 도보 7분 이내,2020년 10월 05일                                (업력 5년차),김성훈,응용 소프트웨어 개발 및 공급업,매출액 46.1억 영업이익 - 189.1억 (2023년 기준) 전체)
롯데이노베이트(주),[속보-지원금多-신입환영-영업X] 하나카드 인바운드 상담사 채용,https://www.saramin.co.krundefined,"서울 금천구 가산디지털2로 179 (가산동,롯데센터)",신입·경력,학력무관,정규직·계약직,~ 12/29(일),"Javascript, 프론트엔드, 웹개발, React, CSS",면접 후 협의,9봉은사역 도보 7분 이내,2017년 11월 02일                                (업력 8년차),김경엽,컴퓨터 프로그래밍 서비스업,-
(주)더존비즈온,(주)덴티움 마케팅팀(PM) 인재채용,https://www.saramin.co.krundefined,강원 춘천시 남산면 버들1길 130,신입·경력,초대졸↑,정규직,~ 12/29(일),"Javascript, 프론트엔드, 웹개발, CSS, HTML",면접 후 협의,9가양역 도보 4분 이내,1977년 08월 20일                                (업력 48년차),김용우,컴퓨터 프로그래밍 서비스업,-
(주)트릿지,프랜차이즈 본사 각부문별 채용,https://www.saramin.co.krundefined,"서울 서초구 방배로 226, 1층,2층, 4층, 5층, 6층, 별관2층 (방배동,넥센강남타워)",신입·경력,대졸↑,정규직·인턴직,~ 12/30(월),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,수인분당신분당정자역 도보 3분 이내,2015년 12월 24일                                (업력 10년차),신호식,컴퓨터 프로그래밍 서비스업,매출액 674.1억 영업이익 - 333.2억 (2023년 기준) 전체)
한국산업기술시험원,[서초구] 프랑스계 제약회사 Respiratory Medical Advisor (1Y),https://www.saramin.co.krundefined,경남 진주시 충의로 10,신입·경력,학력무관,정규직·계약직,~ 12/29(일),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,에버라인어정역 도보 15분 이내,1966년 04월 13일                                (업력 59년차),김세종,기타 공학 연구개발업,"매출액 2,350.2억 영업이익 - 152.2억 (2022년 기준) 전체)"
한국생산기술연구원,"[(주)실리콘투] 해외영업,해외마케팅 팀장급 채용 (경력 7년~)",https://www.saramin.co.krundefined,충남 천안시 서북구 입장면 양대기로길 89,신입·경력,학력무관,정규직,~ 01/16(목),"Javascript, 프론트엔드, Java, 웹개발, CSS",면접 후 협의,1상무역 도보 4분 이내,1989년 09월 22일                                (업력 36년차),이상목,기타 공학 연구개발업,"매출액 4,382.4억 영업이익 149.9억 (2023년 기준) 전체)"
프레스티지바이오파마아이디씨(주),[케어젠] 화장품개발부 제형연구팀원 정규직 채용,https://www.saramin.co.krundefined,부산 강서구 명지국제6로 164,신입·경력,학력무관,정규직,~ 12/30(월),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,9공항마곡나루역 도보 4분 이내,2021년 04월 22일                                (업력 4년차),고상석,의학 및 약학 연구개발업,-
에스케이바이오팜(주),디앤씨컴퍼니] 대전 SNS 홍보 마케팅 사업(Project Leader)모집,https://www.saramin.co.krundefined,경기 성남시 분당구 판교역로 221,신입·경력,대졸↑,정규직,채용시,"Javascript, Java, 정보보안, SE(시스템엔지니어), 네트워크",면접 후 협의,17가산디지털단지역 도보 4분 이내,2011년 04월 01일                                (업력 14년차),이동훈,의학 및 약학 연구개발업,-
지에스건설(주),[대웅제약] ETC 제약영업 로컬 MR 경력채용(경기),https://www.saramin.co.krundefined,서울 종로구 종로 33,신입·경력,대졸↑,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,7청담역 도보 12분 이내,1969년 12월 19일                                (업력 56년차),허윤홍/허창수,토목시설물 건설업,-
한국전력공사,[덴티움] 임플란트 CS파트 인재 채용,https://www.saramin.co.krundefined,전남 나주시 전력로 55,신입·경력,학력무관,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,12시청역 도보 3분 이내,1981년 12월 31일                                (업력 44년차),김동철,송전 및 배전업,-
(주)사람인,영업관리(무역사무) 담당자 채용,https://www.saramin.co.krundefined,"서울 구로구 디지털로34길 43, 14층",신입·경력,학력무관,정규직·병역특례,~ 02/08(토),"Javascript, Java, 웹개발, TypeScript, Spring",면접 후 협의,6경의중앙효창공원앞역 도보 7분 이내,2005년 10월 07일                                (업력 20년차),황현순,포털 및 기타 인터넷 정보매개 서비스업,매출액 951.7억 영업이익 255.7억 (2023년 기준) 전체)
(주)호반건설,[경영기획본부] 경영지원 경력사원 채용,https://www.saramin.co.krundefined,전남 나주시 전력로 55,신입·경력,대졸↑,정규직·전문연구요원,~ 12/23(월),"Javascript, 프론트엔드, CSS, 백엔드/서버개발, TypeScript",면접 후 협의,3신분당양재역 도보 12분 이내,1996년 08월 01일                                (업력 29년차),박철희/변부섭,토목시설물 건설업,"매출액 1.8조 영업이익 1,851.6억 (2023년 기준) 전체)"
씨제이올리브네트웍스(주),[(주)메디쿼터스] RA 담당자,https://www.saramin.co.krundefined,"서울 구로구 디지털로34길 43, 14층",신입·경력,대졸↑,정규직,~ 12/22(일),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,3대청역 도보 1분 이내,1995년 03월 15일                                (업력 30년차),유인상,컴퓨터시스템 통합 자문 및 구축 서비스업,"매출액 6,765.2억 영업이익 509.5억 (2023년 기준) 전체)"
소니코리아(주),[넥스트플레이어] 브랜드 매니저 채용,https://www.saramin.co.krundefined,"서울 서초구 양재대로2길 18 (우면동,호반파크2관)",경력무관,학력무관,정규직,진행예정,"Javascript, 웹개발, 퍼블리셔, 데이터시각화, 웹표준·웹접근성",면접 후 협의,3신분당양재역 도보 7분 이내,1990년 02월 20일                                (업력 35년차),오쿠라키쿠오,가전제품 및 부품 도매업,"매출액 3,215.7억 영업이익 23.6억 (2024년 기준) 전체)"
(주)도화엔지니어링,[(주)실리콘투] B2B 해외영업 업무자 (폴란드파견가능자 우대),https://www.saramin.co.krundefined,서울 강남구 삼성로 438,신입·경력,학력무관,정규직,~ 01/15(수),"Javascript, 프론트엔드, 웹개발, 백엔드/서버개발, 퍼블리셔",면접 후 협의,4미아사거리역 도보 4분 이내,1962년 05월 05일                                (업력 63년차),박승우/손영일/곽준상/김덕구,건물 및 토목 엔지니어링 서비스업,-
에스디바이오센서(주),영업관리 (국내/해외) 경력사원 채용,https://www.saramin.co.krundefined,"서울 용산구 한강대로 366, 10층 (동자동,트윈시티)",신입·경력,대졸↑,정규직,~ 01/01(수),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,2수인분당선릉역 도보 12분 이내,2010년 12월 21일                                (업력 15년차),이효근/허태영,전기식 진단 및 요법 기기 제조업,"매출액 2,916.5억 영업이익 - 1,528.2억 (2023년 기준) 전체)"
(주)케이지엔지니어링종합건축사사무소,펜믹스 메디칼팀(RA) 신입 및 경력사원 모집,https://www.saramin.co.krundefined,경기 의정부시 의정로 20,신입·경력,대졸↑,정규직,상시채용,"Javascript, 프론트엔드, 웹개발, React, CSS",면접 후 협의,3신분당양재역 도보 12분 이내,1994년 09월 29일                                (업력 31년차),천병희,건물 및 토목 엔지니어링 서비스업,"매출액 1,396.8억 영업이익 138.6억 (2023년 기준) 전체)"
(주)유라코퍼레이션,[언주역/연봉상위] 글로벌 프리미엄 가전기업 Sales Admin (6M),https://www.saramin.co.krundefined,경기 성남시 분당구 판교로 308,경력3년↑,학력무관,정규직,~ 12/31(화),"Javascript, Java, CSS, HTML, 퍼블리셔",면접 후 협의,2뚝섬역 도보 3분 이내,1993년 09월 22일                                (업력 32년차),엄대열,그 외 자동차용 신품 부품 제조업,매출액 2.5조 영업이익 266.6억 (2023년 기준) 전체)
(주)동명기술공단종합건축사사무소,"[수유-진접,노원]인터넷가입센터 아웃바운드/인바운드 TM",https://www.saramin.co.krundefined,"경기 화성시 노작로4길 8, 4층 (반송동,성원프라자)",신입·경력,대졸↑,정규직,~ 12/20(금),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,7학동역 도보 7분 이내,1962년 04월 17일                                (업력 63년차),신완수,건물 및 토목 엔지니어링 서비스업,"매출액 2,314.7억 영업이익 29.6억 (2023년 기준) 전체)"
(주)동일기술공사,[대웅제약] 개발부문 CPL/CTA 경력/계약직 채용,https://www.saramin.co.krundefined,서울 송파구 송이로30길 7,신입·경력,학력무관,정규직,채용시,"Javascript, 프론트엔드, 웹개발, React, 백엔드/서버개발",면접 후 협의,3신분당양재역 도보 7분 이내,1965년 12월 11일                                (업력 60년차),이상학/황주환,건물 및 토목 엔지니어링 서비스업,매출액 996.9억 영업이익 3.1억 (2023년 기준) 전체)
(재)서울의과학연구소,"그린코스(주) 해외영업팀 팀장(화장품 OEM, ODM) 채용",https://www.saramin.co.krundefined,"경기 용인시 기흥구 흥덕1로 13, 24층, 25층, 26층, 27층 (영덕동,흥덕아이티밸리 타워동)",경력무관,학력무관,계약직,~ 12/31(화),"Javascript, 프론트엔드, 웹개발, React, ReactJS",면접 후 협의,2뚝섬역 도보 3분 이내,1990년 10월 19일                                (업력 35년차),이관수,방사선 진단 및 병리 검사 의원,"매출액 2,716.6억 영업이익 - 124.4억 (2023년 기준) 전체)"
(주)우원기술,[분당 킨스타워] 보안대원 모집 3교대(주주야야비비),https://www.saramin.co.krundefined,경기 평택시 서탄면 서탄2로 176-25,경력무관,학력무관,정규직·인턴직,~ 01/16(목),"Javascript, Java, 기술지원, 유지보수, 퍼블리셔",면접 후 협의,2감전역 도보 12분 이내,2013년 11월 15일                                (업력 12년차),김태완,그 외 기타 특수목적용 기계 제조업,"매출액 3,359.8억 영업이익 799.2억 (2023년 기준) 전체)"
한국이콜랩(유),덴티움 의료기기 품질검사 담당자 모집,https://www.saramin.co.krundefined,"서울 송파구 법원로 135, 8층 (문정동,소노타워)",경력,대졸↑,정규직,~ 01/16(목),"Javascript, Java, 백엔드/서버개발, 유지보수, SE(시스템엔지니어)",면접 후 협의,17가산디지털단지역 도보 4분 이내,1990년 12월 01일                                (업력 35년차),류양권,그 외 기타 분류 안된 화학제품 제조업,"매출액 1,970.5억 영업이익 118.2억 (2023년 기준) 전체)"
(주)펨트론,두피문신아카데미에서 접수 직원을 모집합니다,https://www.saramin.co.krundefined,"서울 금천구 가산디지털1로 219, 1406호 (가산동,벽산디지털밸리6차)",경력,초대졸↑,정규직·계약직,~ 01/07(화),"Javascript, 프론트엔드, Java, 웹개발, CSS","3,500 만원",2경대병원역 도보 7분 이내,2002년 01월 15일                                (업력 23년차),유영웅,그 외 기타 특수목적용 기계 제조업,매출액 735.1억 영업이익 77.4억 (2023년 기준) 전체)
볼보그룹코리아(주),대한항공/국제선 예약발권 전문상담사 채용 (주간스케줄) KAe4,https://www.saramin.co.krundefined,경남 창원시 성산구 두산볼보로 160,신입,학력무관,정규직,~ 01/02(목),"Javascript, Java, 웹개발, 백엔드/서버개발, Spring",면접 후 협의,1군포역 도보 12분 이내,1998년 05월 04일                                (업력 27년차),앤드류마크나이트,건설 및 채광용 기계장비 제조업,"매출액 2.1조 영업이익 1,042.8억 (2023년 기준) 전체)"
(주)유베이스,[미래아이엔씨] 퍼포먼스 마케터 신입/경력 채용,https://www.saramin.co.krundefined,서울 용산구 한강대로38길 37,신입·경력,대졸↑,정규직,~ 12/31(화),"Javascript, React, CSS, HTML, 백엔드/서버개발",면접 후 협의,수인분당호구포역 도보 15분 이내,1998년 12월 18일                                (업력 27년차),권상철,콜센터 및 텔레마케팅 서비스업,"매출액 4,267.9억 영업이익 125.7억 (2023년 기준) 전체)"
(주)고운세상코스메틱,[KKST / 사세확장] CS (팀장 / 팀원) 채용 공고,https://www.saramin.co.krundefined,"경기 성남시 분당구 분당로 55, 11층",신입,대졸↑,정규직,~ 01/15(수),"Javascript, 프론트엔드, 웹개발, Spring, DBA",면접 후 협의,4수인분당고잔역 도보 15분 이내,1999년 12월 18일                                (업력 26년차),이주호,화장품 제조업,"매출액 1,944.4억 영업이익 301.6억 (2023년 기준) 전체)"
(주)삼구아이앤씨,[ASAP/정규직] 수출입 사무직 / 신입급 채용,https://www.saramin.co.krundefined,"서울 중구 청계천로 100, 동관 6층 (수표동,시그니쳐타워)",신입·경력,대졸↑,정규직,~ 01/03(금),"Javascript, 프론트엔드, 웹개발, CSS, HTML",면접 후 협의,5서대문역 도보 7분 이내,1976년 05월 03일                                (업력 49년차),김형규/변상필,사업시설 유지ㆍ관리 서비스업,"매출액 8,517.2억 영업이익 157.6억 (2023년 기준) 전체)"
현대종합금속(주),온라인몰  등록외 기타 관리 (MD) 경력자,https://www.saramin.co.krundefined,"서울 강남구 테헤란로 507, 16층 (삼성동,위워크빌딩)",신입·경력,대졸↑,정규직,~ 12/30(월),"Javascript, Java, SE(시스템엔지니어), 트러블슈팅, S/W",면접 후 협의,9언주역 도보 3분 이내,1975년 09월 03일                                (업력 50년차),김용덕/정은성,피복 및 충전 용접봉 제조업,"매출액 7,160.7억 영업이익 357.7억 (2023년 기준) 전체)"
(주)맥서브,화장품 ODM/OEM 국내외 영업 신입/경력직 채용(서울사무소),https://www.saramin.co.krundefined,서울 강남구 영동대로85길 28,신입·경력,고졸↑,정규직,상시채용,"Javascript, Java, CSS, 백엔드/서버개발, 기술지원",면접 후 협의,4수유역 도보 7분 이내,1974년 01월 18일                                (업력 51년차),손재익/최우영,사업시설 유지ㆍ관리 서비스업,"매출액 5,473.3억 영업이익 56.9억 (2023년 기준) 전체)"
(주)한국종합기술,여성의류 AISEL MD 인재 채용합니다 3호선 대청역 연결,https://www.saramin.co.krundefined,경기 하남시 덕풍동로 111-21,신입·경력,초대졸↑,정규직,상시채용,"Javascript, Java, SI개발, PL(프로젝트리더), PM(프로젝트매니저)",면접 후 협의,9봉은사역 도보 7분 이내,1963년 03월 09일                                (업력 62년차),김치헌,건물 및 토목 엔지니어링 서비스업,-
한국수자원공사,(주)제일엠앤에스 EPC 엔지니어링부문 EM팀 전기제어파트 제어,https://www.saramin.co.krundefined,경기 하남시 덕풍동로 111-21,경력무관,학력무관,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,9가양역 도보 4분 이내,1988년 07월 01일                                (업력 37년차),-,생활용수 공급업,"매출액 4.5조, 영업이익  2,887.4억 (2023년 기준)"
(주)다우기술,햇빛병원 콜센터 오후 근무하실 선생님 모집합니다,https://www.saramin.co.krundefined,"경기 성남시 수정구 금토로 69, 4층 (금토동,다우디지털스퀘어)",신입·경력,학력무관,정규직,~ 12/31(화),"Javascript, Java, 백엔드/서버개발, Spring, SI개발",면접 후 협의,수인분당신분당정자역 도보 3분 이내,1986년 01월 09일                                (업력 39년차),김윤덕,포털 및 기타 인터넷 정보매개 서비스업,-
(주)비즈테크아이,[넵튠-서울지점] 엔플라이스튜디오 클라이언트 개발자 채용,https://www.saramin.co.krundefined,"서울 마포구 매봉산로 75, 12층",신입,대졸↑,정규직,~ 12/31(화),"Javascript, 프론트엔드, Java, React, CSS",면접 후 협의,에버라인어정역 도보 15분 이내,2003년 01월 09일                                (업력 22년차),권주오,컴퓨터시스템 통합 자문 및 구축 서비스업,"매출액 2,312.7억 영업이익 63억 (2023년 기준) 전체)"
엘에스오토모티브테크놀로지스(주),영업마케팅본부 마케팅 담당 신입/경력직 채용,https://www.saramin.co.krundefined,"경기 안양시 동안구 시민대로 260, 20층 안양금융센터에이에프씨",경력무관,초대졸↑,계약직,~ 12/24(화),"Javascript, Java, 웹개발, CSS, HTML",면접 후 협의,1상무역 도보 4분 이내,2017년 08월 04일                                (업력 8년차),라경실/안관선,그 외 자동차용 신품 부품 제조업,"매출액 9,475.4억 영업이익 491.5억 (2023년 기준) 전체)"
씨제이푸드빌(주),해피문데이 브랜드 디자이너,https://www.saramin.co.krundefined,"서울 중구 마른내로 34, 3~11층 (초동,(주)케이티앤지 을지로타워)",경력무관,학력무관,정규직,~ 12/22(일),"Javascript, 프론트엔드, Java, 웹개발, React",면접 후 협의,9공항마곡나루역 도보 4분 이내,2000년 06월 07일                                (업력 25년차),김찬호,서양식 음식점업,-
(주)지아이티,[(주)메디쿼터스]일본CX담당자(NUGU),https://www.saramin.co.krundefined,"서울 중구 마른내로 34, 3~11층 (초동,(주)케이티앤지 을지로타워)",신입·경력,초대졸↑,정규직,~ 12/24(화),"Javascript, 생활용품, 화장품, 신문, 잡지",면접 후 협의,17가산디지털단지역 도보 4분 이내,1997년 05월 22일                                (업력 28년차),주현,"물질 검사, 측정 및 분석기구 제조업","매출액 1,003.4억 영업이익 227.4억 (2023년 기준) 전체)"
삼성디스플레이(주),(주)제일엠앤에스 EPC 엔지니어링부문 EM팀 전기제어파트 전기,https://www.saramin.co.krundefined,서울 송파구 마천로 87,신입·경력,초대졸↑,정규직,~ 01/16(목),"Javascript, 프론트엔드, Java, 웹개발, 백엔드/서버개발",면접 후 협의,7청담역 도보 12분 이내,2012년 04월 03일                                (업력 13년차),최주선,유기발광 표시장치 제조업,매출액 27조 영업이익 3.7조 (2023년 기준) 전체)
(주)두산테스나,성인발달장애인주간활동서비스선생님을찾습니다,https://www.saramin.co.krundefined,경기 평택시 산단로16번길 72,경력무관,학력무관,계약직,~ 12/23(월),"Javascript, Java, 웹개발, 앱개발, DBMS",면접 후 협의,12시청역 도보 3분 이내,2002년 09월 06일                                (업력 23년차),김도원/김윤건,물질성분 검사 및 분석업,-
효성티앤에스(주),쇼핑몰 물류팀 정규직 (상품포장/하역/재고관리),https://www.saramin.co.krundefined,경기 용인시 기흥구 삼성로 1,경력,학력무관,정규직,~ 12/31(화),"Javascript, Java, 기술지원, 데이터분석가, 데이터엔지니어",면접 후 협의,6경의중앙효창공원앞역 도보 7분 이내,1986년 11월 27일                                (업력 39년차),최방섭,사무용 기계 및 장비 제조업,"매출액 6,581.1억 영업이익 48.2억 (2023년 기준) 전체)"
도쿄일렉트론코리아(주),[네이버/카카오 공식대행사] MA본부 온라인 마케팅 AE 모집,https://www.saramin.co.krundefined,경기 화성시 장안면 장안공단6길 51,신입,대졸↑,계약직,~ 12/31(화),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,3신분당양재역 도보 12분 이내,2006년 02월 14일                                (업력 19년차),원제형,반도체 제조용 기계 제조업,매출액 1.1조 영업이익 711.3억 (2024년 기준) 전체)
(주)아이센스,"노마하우스 서비스, 고객상담 매니저 채용공고",https://www.saramin.co.krundefined,서울 서초구 반포대로28길 43,신입·경력,학력무관,정규직,~ 12/22(일),"Javascript, 프론트엔드, Java, 웹개발, HTML",면접 후 협의,3대청역 도보 1분 이내,2000년 05월 04일                                (업력 25년차),차근식/남학현,전기식 진단 및 요법 기기 제조업,-
(주)에이젝코리아,신입 및 경력직원 채용공고,https://www.saramin.co.krundefined,"서울 중구 소월로 10, 9층",신입·경력,대졸↑,정규직,~ 01/21(화),"Javascript, CSS, 퍼블리셔, 반응형웹, 웹표준·웹접근성",면접 후 협의,3신분당양재역 도보 7분 이내,2006년 10월 31일                                (업력 19년차),손윤철,사업시설 유지ㆍ관리 서비스업,매출액 168.1억 영업이익 26.2억 (2023년 기준) 전체)
(주)뉴파워프라즈마,재영솔루텍㈜ 부문별 인재 채용,https://www.saramin.co.krundefined,경기 수원시 권선구 산업로155번길 214,경력,학력무관,정규직·계약직,~ 01/16(목),"Javascript, 프론트엔드, 웹개발, React, HTML",면접 후 협의,4미아사거리역 도보 4분 이내,1999년 10월 07일                                (업력 26년차),양재영,반도체 제조용 기계 제조업,-
(주)희림종합건축사사무소,건축현장 공무 직원 모집,https://www.saramin.co.krundefined,서울 강동구 상일로6길 39,경력4년↑,학력무관,정규직,~ 12/30(월),"Javascript, 프론트엔드, React, TypeScript, 기술지원",면접 후 협의,2수인분당선릉역 도보 12분 이내,1989년 11월 28일                                (업력 36년차),정영균/이목운/허철호,건축설계 및 관련 서비스업,-
(주)메디트,[(주)에이통상] 영업지원 AMD 경력채용,https://www.saramin.co.krundefined,"서울 영등포구 양평로25길 8, 3층, 9층, 10층, 13층, 14층, 16층",경력,대졸↑,정규직,채용시,"Javascript, Java, 기술지원, 네트워크, HTML5",면접 후 협의,3신분당양재역 도보 12분 이내,2000년 04월 07일                                (업력 25년차),이기원,기타 주변기기 제조업,"매출액 1,261억 영업이익 - 331.1억 (2023년 기준) 전체)"
(주)싸이맥스,주식회사 시월기획 검색광고 마케터 채용(역삼본사),https://www.saramin.co.krundefined,경기 화성시 동탄산단2길 47,신입·경력,고졸↑,정규직,~ 12/31(화),"Javascript, Java, 웹개발, React, 백엔드/서버개발",면접 후 협의,2뚝섬역 도보 3분 이내,2005년 12월 02일                                (업력 20년차),정혜은/정광영/정구용,반도체 제조용 기계 제조업,-
